App_name,Category,User_Review,Sentiments
brainly,Education,Add some feature. I think we can also upload photos,Negative
brainly,Education,I had a little trouble with it,Negative
brainly,Education,Nice aap but there camera problem,Negative
brainly,Education,I cant see the answer,Negative
brainly,Education,"It will be help at times but for other times, you have to pay to get the answer. It is very annoying.",Negative
brainly,Education,I wish it would let me watch ads for more answers,Negative
brainly,Education,I donot like this app not working ,Negative
brainly,Education,Remove request option,Negative
brainly,Education,I like this app but my problem is it keeps saying no connection even though my WiFi is fine,Negative
brainly,Education,Thres something wrong,Negative
brainly,Education,So much ads in this app,Negative
brainly,Education,I wish it would let me watch ads for more answers,Negative
brainly,Education,Not working properly plz fix the problem,Negative
brainly,Education,"App is not good, stuck in between",Negative
brainly,Education,not working properly,Negative
brainly,Education,app is not working,Negative
brainly,Education,this app will be not started some issue,Negative
brainly,Education,so many issues,Negative
brainly,Education,app is troubling,Negative
brainly,Education,Its annoying,Negative
brainly,Education,not working properly,Negative
brainly,Education, it shows brainly not responding.,Negative
brainly,Education,not working in all platform sychronously,Negative
brainly,Education,App is not good,Negative
brainly,Education, it saying NO CONNECTION! pls fix this I need thiss.,Negative
brainly,Education,App is frustrating,Negative
brainly,Education,"it is gettingworse day by day , cannot directly open link with browser to app,not able to change email , not able change the language of voice connect , not getting rank promotion, difficulty in answering question",Negative
brainly,Education,Something went wrong please try again,Negative
brainly,Education,This helps me alot. But why can not i use it now  It say No internet access But i have a good connection.,Negative
brainly,Education,"include some more excited features, not interesting features",Negative
brainly,Education,Press Scan And Solve its Crashing sometimes and its Full Of White FOW,Negative
brainly,Education,"The problem have to fix, not perform accurately",Negative
brainly,Education,App is not working,Negative
brainly,Education,Some times it has error,Negative
brainly,Education,I had a little trouble with it,Negative
brainly,Education,I cant see the answer,Negative
brainly,Education,"It will be help at times but for other times, you have to pay to get the answer. It is very annoying.",Negative
brainly,Education,I donot like this app not working ,Negative
brainly,Education,The app is not responding,Negative
brainly,Education,so many spammers,Negative
brainly,Education,I am giving this app 3 stars because this app has too much bugs,Negative
brainly,Education,Why this app keep saying Seem like there's a connection problem,Negative
brainly,Education,App have so many issue not working on website as same as phone,Negative
brainly,Education,Please add galaries,Negative
brainly,Education,App is not so much good,Negative
brainly,Education,Nice aap but there camera problem,Negative
brainly,Education,I like this app but my problem is it keeps saying no connection even though my WiFi is fine,Negative
brainly,Education,Thres something wrong,Negative
brainly,Education,If there is a section of from grallery then it will better but fine,Negative
brainly,Education,"so many problem, gallery feature must be include",Negative
brainly,Education,I want one featured in these mind blowing app that questions are also share with gallery,Negative
brainly,Education,I am disappointed with the app manay features are not working properly,Negative
brainly,Education,"App is not better, some features are not working properly",Negative
brainly,Education,"app features are not good, must have gallery feature",Negative
brainly,Education,Needs improvement in features,Negative
brainly,Education,Add some more features,Negative
brainly,Education,Remove useless features,Negative
brainly,Education,Please put back the video ad option,Negative
brainly,Education,Remove request option,Negative
brainly,Education,Not working,Negative
brainly,Education,"Not good, app is crashing",Negative
brainly,Education,not open same as system,Negative
brainly,Education,These is not fast to get an answer.,Negative
brainly,Education,Add some feature. I think we can also upload photos,Negative
brainly,Education,so many issues in starting,Negative
brainly,Education,The screen becomes totally black after every update ,Negative
brainly,Education,"This app is nonsense. I found it on chrome and the question i search for shows says it has one answer but i need to install. When i install the answer was gibberish ""jjrfhjjjbh"" Random letter. Disappointed that developers don't remove these kind of nonsense answer. Wasted my data for nothing
",Negative
brainly,Education,"I didn't want to give even one star... It doesn't work in split app and also it's website didn't show us the answer of the any question we have to install if unnecessarily... Only install this app if you want
",Negative
brainly,Education,"I don't know what's goin' on today everytime I open my Brainly app it always say that ""seem like that theres a connection problem"" but my internet is ok it's in high speed please fix this update 
",Negative
brainly,Education,"Would've like to rate it higher but it just randomly stopped working, started saying connection error whenever i got on the app, i've tried it on wifi, data, deleted the app, redownloaded it, can't get it to work
",Negative
brainly,Education,"my brainly app is not working. It says there is connection problem, but when I open other apps they works fast. Please see the problem.
",Negative
brainly,Education,"This app is helped me, but the reason why I give one star it's because a couple of weeks I try to search I can't see any result I am installing this up for now because this app doesn't help me anymore it's useless I really disappointed",Negative
brainly,Education,"Hi,i would like to inform that the brainly app is not working anymore,it keeps saying ""there's a connection problem"".
",Negative
brainly,Education,"the app always says ""seems like there's a connection problem"" but our Wi-Fi has a load but why can't I search the app
",Negative
brainly,Education,"The app is not working it said seem like there a connection problem. When imI check my internet is good and i tried to uninstall it and dow load it again it cant fix i dunno what to doo i had to do my modules please fix this asap
",Negative
brainly,Education,"today i was downloaded the app..but it is not responding.. Lots of bugs i think..it says error try again later..
",Negative
brainly,Education,"Please fix the pic problem of the scan answer if I keep cropping it still says pic problem please fix it Thank you.
",Negative
brainly,Education,"Useless app, there is always some pic problems or connection issues this app is only an issue. Useless
",Negative
brainly,Education,"This was the wrost app I've ever used till now. None of the results were appropriate and the results are being shown are of no use.
",Negative
brainly,Education,Before the latest version of brain was very very good then now i update in Google play store then.. its freezing,Negative
brainly,Education,"Even if the network is ok it shows ""something went wrong"" when trying to make acc ... Worthless",Negative
brainly,Education,The app is very useless now when you search something it never gets the right answer its just not very helpful anymore.,Negative
brainly,Education,When we scan our question we will not be able to send the scanned question which makes us to be herritated like a hell the times,Negative
brainly,Education,This good it's help me a lot but it keep saying it seems like no connection problem it's so anoyying pls fix this,Negative
brainly,Education,My experience this app sucks! Everytime I did scan a problem or type the problem it always,Negative
brainly,Education,A very flawed app. There is no way to correct someone that gave a wrong answer.,Negative
brainly,Education,"my brainly app is not working. It says there is connection problem, but when I open other apps they works fast. Please see the problem.
",Negative
brainly,Education,"Hi,i would like to inform that the brainly app is not working anymore,it keeps saying ""there's a connection problem"".",Negative
brainly,Education,"It's really a good app but there is some problems they are If I ask any questions in the app, then some user replys that they don't know the answer or they reply the wrong anser for getting points to increase their rank. I am reporting them but no action were taking against them.",Negative
brainly,Education,"the app always says ""seems like there's a connection problem"" but our Wi-Fi has a load but why can't I search the app",Negative
brainly,Education,"This app was ok, until the update. When I take a picture of my question it goes incredibly slow. ",Negative
brainly,Education,"today i was downloaded the app..but it is not responding.. Lots of bugs 
",Negative
brainly,Education,"Useless app, there is always some pic problems or connection issues this app is only an issue. Useless
",Negative
brainly,Education,"Great app, Until the update. After update it is ruined",Negative
brainly,Education,"i love this app, it used to be amazing, but now it's not working anymore ""sorry, looks like there's a connection problem�",Negative
brainly,Education,"This was the wrost app I've ever used till now. None of the results were appropriate and the results are being shown are of no use.
",Negative
brainly,Education,"Great app I'm using it 4 months but the problem is when I was trying to find an answer it always says ""Something went wrong""",Negative
brainly,Education,"this app is really useful but when i post a question with a picture on it doesn't show and it turns on black screen, pls fix the issue.
",Negative
brainly,Education,The app is very useless now when you search something it never gets the right answer its just not very helpful anymore. I think its because you need to pay the subscription,Negative
brainly,Education,"This good it's help me a lot but it keep saying it seems like no connection problem it's so anoyying pls fix this
",Negative
brainly,Education,"when i tried to scan it, it only shows white and when i click it, it goes back. plss fix this bug",Negative
brainly,Education,This is the best searching app ive ever seen but there are too many bugs just like The internet problems but my internet was fast.,Negative
brainly,Education,Too much spammers,Negative
brainly,Education,"Very good app but when I open the Google website it hides the answer worst feature.
",Negative
brainly,Education,"I don't know why it happens when I open the app and search for questions or something. It says 'something went wrong or connection error' though I am having good connection.
",Negative
brainly,Education,"Worst app I had ever seen I downloaded it many times but it is not working since a long time developers are very bad they aren't fixing this problem sometime brainless doesn't open and after writting aor scanning any answer issue come
",Negative
brainly,Education,The most irritating thing is everytime you open a link in browser it directs you to install the app even if its just one ans,Negative
brainly,Education,"This website or service was so good earlier. How we have to download their app to view the answers. Bad marketing strategy what I call.
",Negative
brainly,Education,"I can't recover my password using my gmail, its totally useless. Please fix this.
",Negative
brainly,Education,This app is disgusting !! I gave it 1 star because even though my internet connection is strong,Negative
brainly,Education,"' Seems like there's a connection issue "" That glitch pls fix it i already updated it as well and it didnt work i tried uninstalling and re-installing it didn't work so pls fix this glitch
",Negative
brainly,Education,"Yeah it was good but my problem is that people are answering for points to get higher roles which is very frustrating and should be reported immediately
",Negative
brainly,Education,"This app sucks it never gets the answers right when you scan a problem it's stupid it's not a good app dont water your time with it. Get a different one. FIX THE APP SO IT READS THE QUESTIONS RIGHT AND GIVES YOU RIGHT ANSWERS!!
",Negative
brainly,Education,"While scan the question it takes a lot of time to scan it. And it won't give the answers to exact questions which you scan and it is very worst app..
",Negative
brainly,Education,"It says ""it seems like theres an internet connection problem"" when I search even I have a strong internet connection and I can't even sign up.
",Negative
brainly,Education,Doesn't open easily. Takes so much time for opening. Sometimes it doesn't open and start hanging. Only one star for this app.,Negative
brainly,Education,"I can't log in to the app or sign up, try to fix the issue as soon as you can. I'm drawing the attention of app developers.
",Negative
brainly,Education,"i loved the app until the update, now it wont work, it make you pay for things that dont need/want, it's very slow, and the photoscan quit working.
",Negative
brainly,Education,"Ever since they put back in the thing where you have to manually rotate the picture it sucks they should go out of business please fix it
",Negative
brainly,Education,"Ever since the new update i cant take pictures sideways. It was a great app before hand. Please fix this. As its making it very annoying.
",Negative
brainly,Education,"This app is good, and then the update came its so worst as other people say that old version is good and is true, so please developer make back the old version",Negative
brainly,Education,"Garbage app, it keeps stopping even after I cleared alot of my data and the apps data. It was working good untill the update and now I'm disappointed in this trash.
",Negative
brainly,Education,Terrible app interface is not good for me,Negative
brainly,Education,"Doesn't work as expected There is no option to scan image as your questions. You can only scan through camera
",Negative
brainly,Education,"Every single time I click on the answer to a question the app crashes, even after clearing cache, data, reinstalling, and relogging in.
",Negative
brainly,Education,"PLEASE FIX THE UPDATE- this app was working perfectly til the update.. everytime i try to scan a question, it boots me out of the app
",Negative
brainly,Education,"The app keep saying ""theres problem in the internet connection"" but our connection is actually just fine
",Negative
brainly,Education,"Its not working! It says ""Connection Problem"" even though I have my wifi on
",Negative
brainly,Education,"Worst app ever Full of bugs Doesn't solve any equation Excessive ads
",Negative
brainly,Education,"Worst app ever Full of bugs Doesn't solve any equation Excessive ads
",Negative
brainly,Education,"This app does not function properly I click photo it does not understand the question.the app sucks l.the website is much better but now we cannot acce s that as well as you force us to download
",Negative
brainly,Education,"It is not good app after the upadtae you cannot scan because may connection is really bad but may connection is really strong duh putang ina nyo
",Negative
brainly,Education,"Plsss fix the scan & solve its to slow last month i use it and its not slow now its to slow to scan
",Negative
brainly,Education,"When I have this app , I will search on the Goggle for any answer by brainly but , it says view in app it is problem but it show very sensitive answers and excellent app
",Negative
duolingo,Education,"constantly does not register lesson completion and tries to break your daily streak. Support is non existant, weeks without a response.",Negative
duolingo,Education,Unbearable app is not working,Negative
duolingo,Education,App is fail,Negative
duolingo,Education,"The only good update was when they added darkmode, no settings to turn off trash.",Negative
duolingo,Education,Used to be a great app. But recently it became annoying with a bunch of ridiculous ads. ,Negative
duolingo,Education,"Also it counts every typo as a mistake even if you get everything right just put a dot instead of space or little typo like that. You better have tiny thumbs and be perfect with your typing if you want to make any progress. Maybe it works better on a pc or laptop, but on the phone it's just frustrating.",Negative
duolingo,Education,Its worst now,Negative
duolingo,Education,Terrible and useless app,Negative
duolingo,Education,App is not working properly,Negative
duolingo,Education,Remove hear system feature,Negative
duolingo,Education,"Remove the heart system if you still believe in that statement. And, they should do away with the animations at the end of the lesson; they just waste time.",Negative
duolingo,Education,All feature are not working properly,Negative
duolingo,Education,frequent facing issues,Negative
duolingo,Education,App is crashing,Negative
duolingo,Education,app slow and can't be turned off,Negative
duolingo,Education,Unfortunately the implementation of the hearts system has ruined the app,Negative
duolingo,Education,the app has so much problem,Negative
duolingo,Education,Very disappointing. ,Negative
duolingo,Education,Heart system features slow the system,Negative
duolingo,Education,I am facing several problems,Negative
duolingo,Education,New heart system really sucks. The new heart system is so awful.,Negative
duolingo,Education, so many ad's are shown,Negative
duolingo,Education,I thought it ok and I was slowly learning some,Negative
duolingo,Education,"I would give more for the app itself, but this tactic they have used is unacceptable.",Negative
duolingo,Education,Horrible. This app has changed so much.,Negative
duolingo,Education,"I really enjoyed this in the past. Today,i I've done two lessons and got two 30 second ads afterwards. Add this to your 5 hearts and I'm standing at the grave of the free days of Duolingo. You were profitable through data before you implemented this heavy push for Plus. Why this now? I am sad to say that I can not recommend you anymore.",Negative
duolingo,Education,please rise against heart feature,Negative
duolingo,Education,so much ads are shown still in paid account,Negative
duolingo,Education,they have became too greedy. They are making the app very annoying for free users.,Negative
duolingo,Education,Again only available for most languages on the web version. Summary: use your phone browser rather than the app for the intended experience,Negative
duolingo,Education,Duolingo doesn't care about you unless you pay. ,Negative
duolingo,Education,SO MANY ADS on the free version,Negative
duolingo,Education,"Everytime app upgrades, the app gets worse",Negative
duolingo,Education,App interface is not good,Negative
duolingo,Education,The app was working well until a recent update ,Negative
duolingo,Education, last update it is horrible,Negative
duolingo,Education,app is not working in all language,Negative
duolingo,Education, The ios app has many features that they never incorporate into the Android app. ,Negative
duolingo,Education,"Working nicely for few days , but now not able to open! It says you are offline n you are having poor ",Negative
duolingo,Education," App setting is app for disaster and poor retention, stickiness",Negative
duolingo,Education,App is no sync properly,Negative
duolingo,Education,App is stuck not performed well,Negative
duolingo,Education,desktop website has so many issues,Negative
duolingo,Education,App used to be way better years ago.The animated charachters are also a bit over the top and distracting.,Negative
duolingo,Education,stop sending notifications.,Negative
duolingo,Education,This app would be best  application in the world. But it's useless for the people living in pakistan.,Negative
duolingo,Education,Before the heart system I would've given this app a full 5/5. remove heart feature,Negative
duolingo,Education,The hearts system sucks,Negative
duolingo,Education,"The app was good, but now there is too many ads ",Negative
duolingo,Education,Can't use the app Very exasive.,Negative
duolingo,Education,"Too much fluff, animations and commercials between the app ",Negative
duolingo,Education,heart feature is bad,Negative
duolingo,Education,Frustrating to say the least,Negative
duolingo,Education,"In the past, the app was helpful but after update its frustrating",Negative
duolingo,Education,"I used to love this app sooo much. I used to spend so much time on it. I really felt encouraged to learn other languages. But since the update, I am only allowed to make one or two mistakes a day! Making it imPositivesible to enjoy. It's just frustrating and stressful now. I'm very disappointed.",Negative
duolingo,Education,cant use the app duee to interface,Negative
duolingo,Education,"Was great,but app performance is not okay which I will have lost by the time this gets fixed. Seriously, please fix this.",Negative
duolingo,Education,app design is not good,Negative
duolingo,Education,app is not running same on different phones,Negative
duolingo,Education,Everything was good until updation,Negative
duolingo,Education,I used to love this app but its now pretty much pointles ver limited feature,Negative
duolingo,Education,desktop version is not working properly,Negative
duolingo,Education,"Updated review 4/9/21 Updated, had hope... disappoint. Can not complete Spanish lessons due to app issues. Samsung device. 1/29/21 I am almost at a year of lessons and suddenly the lessons are not compatible with my samsung. The page does not allow for completion of lesson. Big disappoint. I can complete most of the German but some of the Spanish lessons wont work properly with my samsung.",Negative
duolingo,Education,I have the paid version and the app doesn't work properly,Negative
duolingo,Education,I like the app but now that there are so many adds and use of the app is limited,Negative
duolingo,Education,"Starting was good, but the logic of heart is irritating. ",Negative
duolingo,Education,hear feature is not ok,Negative
duolingo,Education,"I've downloaded the latest update, restarted my phone and the issue remains. Please fix. I want to get started.",Negative
duolingo,Education,app is not compatible with all langauges,Negative
duolingo,Education,"Way too repetitive. You just keep doing the same thing over and over and it gets boring. It doesn't show the type of speech for a word, the gender, or infinitive for verbs.",Negative
duolingo,Education,When doing a lesson that requires using the microphone it immediately goes red/incorrect before I get a chance to say anything. Very frustrating. I also think that 18$ a month CAD is a bit steep for unlimited mistakes.,Negative
duolingo,Education,"But since they introduced the hearts system, i dont really like using the app",Negative
duolingo,Education,Leaves a permanent badge on the app so it always looks like it has a notification,Negative
duolingo,Education,app features is not good,Negative
duolingo,Education, they ruined the app after updation shows many adds,Negative
duolingo,Education, they ruined the app after updation shows many adds,Negative
duolingo,Education,"Now it's bloated with ads, to the point that you spend as much time on ads ",Negative
duolingo,Education, lot of ads,Negative
duolingo,Education,The app proactively supports language but heart system feature is not good,Negative
duolingo,Education,super loud video  and irritating ads.,Negative
duolingo,Education,"Over time, more and more features have stopped working.",Negative
duolingo,Education,application problem,Negative
duolingo,Education,What the hell is going on with the Hearts and Ads? ,Negative
duolingo,Education,What the hell is going on with the Hearts and Ads? ,Negative
duolingo,Education,I don't like this app add some good features,Negative
duolingo,Education,Latest update has some issues ,Negative
duolingo,Education,the heart system does not work well.,Negative
duolingo,Education,It's a fine app but the constant pushing for app is annoying,Negative
duolingo,Education,app takes so much space,Negative
duolingo,Education,Can't seem to refill the hearts using diamonds. Why is the feature there if it cannot be used? Please fix this,Negative
duolingo,Education,Only use the on a laptop imPositivesible on the phone,Negative
duolingo,Education,"The last android update it just crashes and takes everything else with it. Tried uninstalling / reinstalling but still useless. Shame, hope this gets fixed.",Negative
duolingo,Education,interface has so many issues,Negative
duolingo,Education,app is not running perfectly after updation app is not responding,Negative
duolingo,Education,This is not a free app You are limited by how many hearts you have,Negative
duolingo,Education,App is worst unable to understand where to go,Negative
duolingo,Education,Ditch the heart system and find a better way to draw people for subscription..,Negative
duolingo,Education,all features are not unlock due to payment,Negative
duolingo,Education,Have not been able to usemy app properly,Negative
duolingo,Education,The new upgrade seems to have caused problems. J,Negative
duolingo,Education,I can't use the app because its not running same on my different gadgets,Negative
duolingo,Education,"Since the update, the lessons don't open when I click on them. Only the stories work",Negative
duolingo,Education,app is not running ok,Negative
duolingo,Education,"The new hearts feature is so stupid and makes me want to stop, also a lot of comments claim a lot of the translations / speaking is wrong. ",Negative
duolingo,Education,app is not compatible with all platforms,Negative
duolingo,Education,It's honestly really annoying app,Negative
duolingo,Education,The app is decent but it cannot understand some of the audio and NEEDS to be fixed since I cannot move on until your voice recognition actually works.,Negative
duolingo,Education,I am sick of your stupid hearts features. ,Negative
duolingo,Education,Recently switched to an Android and am disappointed to learn that the app does not offer the same two new learning tools that have been available on apple,Negative
duolingo,Education,The heart system does not work well with more complex remove it,Negative
duolingo,Education,Each update seems to make it run slower and add features like hearts that penalise you for making mistakes just to get you to pay for premium.,Negative
duolingo,Education,This app dunno why need hearts and bunch of ads. ,Negative
duolingo,Education,I donot appreciate the lack of quality customer service ,Negative
duolingo,Education,there are errors in the features that make this program harder than it should be. explinations of why something is wrong would do so much to help with leaening.,Negative
duolingo,Education,Duolingo used to be great but the hearts update simply killed the free aspect of the app,Negative
duolingo,Education,"Before, app was fine, but now you won't be learning anything without paying money",Negative
duolingo,Education,I really dislike this app,Negative
duolingo,Education,They seemingly refuse to make it Positivesible to disable a middle of the night notification about hearts being restored. Fix this,Negative
duolingo,Education,This app is good but at challenges of any level the app hangs . So that I don't like about this app,Negative
duolingo,Education,I still like it but I am fed up with all ads ,Negative
duolingo,Education,This heart feature worst,Negative
duolingo,Education,Swoosh after about a month of use yesterday the app crashes. Leaning a language is frustrating with an unreliable app. Android 9 user.,Negative
duolingo,Education,Seems that app wants me to purchase a subscription since almost every day the app says me that I'm offline although the internet is working. As a result I canot practice as usual.,Negative
duolingo,Education,lots of errors,Negative
duolingo,Education,You really need to address advertisment issue,Negative
duolingo,Education,Trying to enjoy the app but cant because of ads interuption,Negative
duolingo,Education,Annoying how pushy they are about the paid version. Takes twice as long to get through lessons because you have to watch ads every minute.,Negative
duolingo,Education,the buttons donot even appear. I've left 2 messages for customer support with no reply.,Negative
duolingo,Education,App is not supported,Negative
duolingo,Education,Waste of time as you can not make mistakes. Making mistakes is how you learn best. Take away the heart system. Great app before the update.,Negative
duolingo,Education,The newer hearts format is ridiculous. The new pay to play format is aggressive and makes the free version of this app completely useless. Deleting.,Negative
duolingo,Education,I am not  happy to tolerate the repeated advertising. ,Negative
duolingo,Education,App is fail,Negative
duolingo,Education,Used to be a great app. But recently it became annoying with a bunch of ridiculous ads. ,Negative
duolingo,Education, so many ad's are shown,Negative
duolingo,Education,so much ads are shown still in paid account,Negative
duolingo,Education,SO MANY ADS on the free version,Negative
duolingo,Education,"The app was good, but now there is too many ads ",Negative
duolingo,Education,"Too much fluff, animations and commercials between the app ",Negative
duolingo,Education,I like the app but now that there are so many adds and use of the app is limited,Negative
duolingo,Education, they ruined the app after updation shows many adds,Negative
duolingo,Education,"Now it's bloated with ads, to the point that you spend as much time on ads ",Negative
duolingo,Education, lot of ads,Negative
duolingo,Education,super loud video  and irritating ads.,Negative
duolingo,Education,What the hell is going on with the Hearts and Ads? ,Negative
duolingo,Education,This app dunno why need hearts and bunch of ads. ,Negative
duolingo,Education,I still like it but I am fed up with all ads ,Negative
duolingo,Education,You really need to address advertisment issue,Negative
duolingo,Education,Trying to enjoy the app but cant because of ads interuption,Negative
duolingo,Education,Annoying how pushy they are about the paid version. Takes twice as long to get through lessons because you have to watch ads every minute.,Negative
duolingo,Education,App is crashing,Negative
duolingo,Education,app slow and can't be turned off,Negative
duolingo,Education,the app has so much problem,Negative
duolingo,Education,"I would give more for the app itself, but this tactic they have used is unacceptable.",Negative
duolingo,Education,app doesn't care about you unless you pay its stop working automatically. ,Negative
duolingo,Education,It's a fine app but the constant pushing for app is annoying,Negative
duolingo,Education,"The last android update it just crashes and takes everything else with it. Tried uninstalling / reinstalling but still useless. Shame, hope this gets fixed.",Negative
duolingo,Education,This app is good but at challenges of any level the app hangs . So that I don't like about this app,Negative
duolingo,Education,Swoosh after about a month of use yesterday the app crashes. Leaning a language is frustrating with an unreliable app. Android 9 user.,Negative
duolingo,Education,Without purchasing its crashing again and again they force me to purchase,Negative
duolingo,Education,App is not supported,Negative
duolingo,Education,app is not running perfectly after updation app is not responding,Negative
duolingo,Education,I really dislike this app because its not working,Negative
duolingo,Education,stop sending notifications.,Negative
duolingo,Education,It's honestly really annoying app,Negative
duolingo,Education,The app is decent but it cannot understand some of the audio and NEEDS to be fixed since I cannot move on until your voice recognition actually works.,Negative
duolingo,Education,I donot appreciate the lack of quality customer service ,Negative
duolingo,Education,lots of errors,Negative
duolingo,Education,"Also it counts every typo as a mistake even if you get everything right just put a dot instead of space or little typo like that. You better have tiny thumbs and be perfect with your typing if you want to make any progress. Maybe it works better on a pc or laptop, but on the phone it's just frustrating.",Negative
duolingo,Education,Again only available for most languages on the web version. Summary: use your phone browser rather than the app for the intended experience,Negative
duolingo,Education,app is not working in all language,Negative
duolingo,Education, The ios app has many features that they never incorporate into the Android app. ,Negative
duolingo,Education,App is no sync properly,Negative
duolingo,Education,desktop website has so many issues,Negative
duolingo,Education,This app would be best  application in the world. But it's useless for the people living in pakistan.,Negative
duolingo,Education,app is not running same on different phones,Negative
duolingo,Education,desktop version is not working properly,Negative
duolingo,Education,"Updated review 4/9/21 Updated, had hope... disappoint. Can not complete Spanish lessons due to app issues. Samsung device. 1/29/21 I am almost at a year of lessons and suddenly the lessons are not compatible with my samsung. The page does not allow for completion of lesson. Big disappoint. I can complete most of the German but some of the Spanish lessons wont work properly with my samsung.",Negative
duolingo,Education,"I've downloaded the latest update, restarted my phone and the issue remains. Please fix. I want to get started.",Negative
duolingo,Education,app is not compatible with all langauges,Negative
duolingo,Education,When doing a lesson that requires using the microphone it immediately goes red/incorrect before I get a chance to say anything. Very frustrating. I also think that 18$ a month CAD is a bit steep for unlimited mistakes.,Negative
duolingo,Education,Only use the on a laptop imPossible on the phone,Negative
duolingo,Education,I can't use the app because its not running same on my different gadgets,Negative
duolingo,Education,app is not compatible with all platforms,Negative
duolingo,Education,Recently switched to an Android and am disappointed to learn that the app does not offer the same two new learning tools that have been available on apple,Negative
duolingo,Education,the buttons donot even appear. I've left 2 messages for customer support with no reply.,Negative
duolingo,Education,all features are not unlock due to payment,Negative
duolingo,Education,I agree with all the comments complaining about the heart system,Negative
duolingo,Education,"constantly does not register lesson completion and tries to break your daily streak. Support is non existant, weeks without a response.",Negative
duolingo,Education,Unbearable app is not working,Negative
duolingo,Education,"The only good update was when they added darkmode, no settings to turn off trash.",Negative
duolingo,Education,Its worst now,Negative
duolingo,Education,Terrible and useless app,Negative
duolingo,Education,App is not working properly,Negative
duolingo,Education,Remove hear system feature,Negative
duolingo,Education,"Remove the heart system if you still believe in that statement. And, they should do away with the animations at the end of the lesson; they just waste time.",Negative
duolingo,Education,All feature are not working properly,Negative
duolingo,Education,frequent facing issues,Negative
duolingo,Education,Very disappointing. ,Negative
duolingo,Education,Heart system features slow the system,Negative
duolingo,Education,I am facing several problems,Negative
duolingo,Education,New heart system really sucks. The new heart system is so awful.,Negative
duolingo,Education,Horrible. This app has changed so much.,Negative
duolingo,Education,please rise against heart feature,Negative
duolingo,Education,Before the heart system I would've given this app a full 5/5. remove heart feature,Negative
duolingo,Education,The hearts system sucks,Negative
duolingo,Education,Can't use the app Very exasive.,Negative
duolingo,Education,heart feature is bad,Negative
duolingo,Education,I used to love this app but its now pretty much pointles ver limited feature,Negative
duolingo,Education,I have the paid version and the app doesn't work properly,Negative
duolingo,Education,"Starting was good, but the logic of heart is irritating. ",Negative
duolingo,Education,hear feature is not ok,Negative
duolingo,Education,"But since they introduced the hearts system, i dont really like using the app",Negative
duolingo,Education,Leaves a permanent badge on the app so it always looks like it has a notification,Negative
duolingo,Education,app features is not good,Negative
duolingo,Education,The app proactively supports language but heart system feature is not good,Negative
duolingo,Education,"Over time, more and more features have stopped working.",Negative
duolingo,Education,application problem,Negative
duolingo,Education,What the hell is going on with the Hearts and Ads? ,Negative
duolingo,Education,I don't like this app add some good features,Negative
duolingo,Education,the heart system does not work well.,Negative
